Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Absorbing Man vs Emma Frost,https://www.superherodb.com/90-98166/,Absorbing Man,Carl Creel,Earth-616,Emma Frost,Emma Frost,Earth-616,66.7,33.3,0.0
Han Solo vs Jean-Luc Picard,https://www.superherodb.com/90-97933/,Han Solo,Han Solo,Star Wars,Jean-Luc Picard,Jean-Luc Picard,Star Trek,0.0,100.0,0.0
Steel vs Blue Beetle,https://www.superherodb.com/90-97926/,Steel,John Irons,Prime Earth,Blue Beetle,Jaime Reyes,Prime Earth,50.0,50.0,0.0
Black Panther vs John Wick,https://www.superherodb.com/90-141403/,Black Panther,T'Challa,Earth-616,John Wick,,JWU,100.0,0.0,0.0
Batman vs Legolas,https://www.superherodb.com/90-139503/,Batman,Bruce Wayne,Prime Earth,Legolas,Legolas Of Mirkwood,,75.0,25.0,0.0
Alien vs Jean-Luc Picard,https://www.superherodb.com/90-136866/,Alien,Xenomorph,Alien,Jean-Luc Picard,Jean-Luc Picard,Star Trek,50.0,50.0,0.0
Beast vs Havok,https://www.superherodb.com/90-136011/,Beast,Hank McCoy,Earth-616,Havok,Alexander Summers,Earth-616,100.0,0.0,0.0
Power Girl vs Bishop,https://www.superherodb.com/90-135597/,Power Girl,Kara Zor-L,Prime Earth,Bishop,Lucas Bishop,Earth-616,100.0,0.0,0.0
Optimus Prime vs Harry Potter,https://www.superherodb.com/90-130870/,Optimus Prime,Orion Pax,,Harry Potter,Harry Potter,Wizarding World,100.0,0.0,0.0
Mister Freeze vs Black Manta,https://www.superherodb.com/90-129812/,Mister Freeze,Victor Fries,Prime Earth,Black Manta,David Hyde,Prime Earth,0.0,100.0,0.0
Invisible Woman vs Green Lantern,https://www.superherodb.com/90-129103/,Invisible Woman,Susan Storm Richards,Earth-616,Green Lantern,Jessica Cruz,Prime Earth,0.0,100.0,0.0
Poison Ivy vs Mantis,https://www.superherodb.com/90-127231/,Poison Ivy,Pamela Isley,Prime Earth,Mantis,Brandt,Earth-616,50.0,50.0,0.0
The Joker vs Lord Voldemort,https://www.superherodb.com/90-124934/,The Joker,,Prime Earth,Lord Voldemort,Tom Riddle,,0.0,100.0,0.0
Power Girl vs White Queen,https://www.superherodb.com/90-124355/,Power Girl,Kara Zor-L,Prime Earth,White Queen,Emma Frost,Earth-616,100.0,0.0,0.0
T-1000 vs Hydro-Man,https://www.superherodb.com/90-124284/,T-1000,Cyberdyne Systems Series 1000 Terminator,Terminator,Hydro-Man,Morris Bench,Earth-616,100.0,0.0,0.0
Ethan Hunt vs Jean-Luc Picard,https://www.superherodb.com/90-124091/,Ethan Hunt,Ethan Hunt,M:I,Jean-Luc Picard,Jean-Luc Picard,Star Trek,16.7,83.3,0.0
Mister Fantastic vs Data,https://www.superherodb.com/90-124087/,Mister Fantastic,Reed Richards,Earth-616,Data,Data,Star Trek,100.0,0.0,0.0
Spock vs Data,https://www.superherodb.com/90-124079/,Spock,S'chn T'gai Spock,Star Trek,Data,Data,Star Trek,75.0,25.0,0.0
James T. Kirk vs Data,https://www.superherodb.com/90-124078/,James T. Kirk,James T. Kirk,Star Trek,Data,Data,Star Trek,0.0,100.0,0.0
Black Canary vs Lara Croft,https://www.superherodb.com/90-123112/,Black Canary,Dinah Laurel Lance,Prime Earth,Lara Croft,Lara Croft,,0.0,100.0,0.0
Captain Hindsight vs Jar Jar Binks,https://www.superherodb.com/90-123107/,Captain Hindsight,Jack Brolin,,Jar Jar Binks,Jar Jar Binks,Star Wars,60.0,40.0,0.0
Predator vs Jango Fett,https://www.superherodb.com/90-122679/,Predator,Yautja,Alien,Jango Fett,,Star Wars,75.0,25.0,0.0
Sonic The Hedgehog vs Kathryn Janeway,https://www.superherodb.com/90-158909/,Sonic The Hedgehog,Sonic Maurice Hedgehog,Sonic,Kathryn Janeway,Kathryn Janeway,Star Trek,50.0,50.0,0.0
Brundlefly vs Robocop,https://www.superherodb.com/90-158348/,Brundlefly,Seth Brundle,,Robocop,Alex Murphy,Robocop,0.0,100.0,0.0
Paul Blart vs Robocop,https://www.superherodb.com/90-158179/,Paul Blart,Paul Blart,,Robocop,Alex Murphy,Robocop,33.3,66.7,0.0
Doctor Octopus vs Robocop,https://www.superherodb.com/90-158177/,Doctor Octopus,Otto Octavius,Earth-616,Robocop,Alex Murphy,Robocop,100.0,0.0,0.0
Iron Man vs Robocop,https://www.superherodb.com/90-157614/,Iron Man,Tony Stark,Earth-616,Robocop,Alex Murphy,Robocop,100.0,0.0,0.0
T-X vs Robocop,https://www.superherodb.com/90-157483/,T-X,Cyberdyne Systems Series X Terminator,Terminator,Robocop,Alex Murphy,Robocop,100.0,0.0,0.0
T-850 vs Robocop,https://www.superherodb.com/90-157482/,T-850,Cyberdyne Systems Series 850 Terminator,Terminator,Robocop,Alex Murphy,Robocop,0.0,100.0,0.0
Thing vs Atlas,https://www.superherodb.com/90-156602/,Thing,Ben Grimm,Earth-616,Atlas,,Prime Earth,100.0,0.0,0.0
James Bond (Craig) vs Super Mario,https://www.superherodb.com/90-150159/,James Bond (Craig),James Bond,James Bond,Super Mario,Mario Mario,Mario,0.0,100.0,0.0
Norman Bates vs Jigsaw,https://www.superherodb.com/90-150113/,Norman Bates,Norman Bates,,Jigsaw,John Kramer,,100.0,0.0,0.0
Hellboy vs Pinhead,https://www.superherodb.com/90-150106/,Hellboy,Anung Un Rama,Hellboy,Pinhead,Elliott Spencer,,0.0,100.0,0.0
Absorbing Man vs T-1000,https://www.superherodb.com/90-149820/,Absorbing Man,Carl Creel,Earth-616,T-1000,Cyberdyne Systems Series 1000 Terminator,Terminator,100.0,0.0,0.0
Zatanna vs Lord Voldemort,https://www.superherodb.com/90-149468/,Zatanna,Zatanna Zatara,Prime Earth,Lord Voldemort,Tom Riddle,,100.0,0.0,0.0
T-1000 vs Harry Potter,https://www.superherodb.com/90-149467/,T-1000,Cyberdyne Systems Series 1000 Terminator,Terminator,Harry Potter,Harry Potter,Wizarding World,50.0,50.0,0.0
Pyro vs Poison Ivy,https://www.superherodb.com/90-148798/,Pyro,St. John Allerdyce,Earth-616,Poison Ivy,Pamela Isley,Prime Earth,0.0,100.0,0.0
Thing vs He-Man,https://www.superherodb.com/90-148755/,Thing,Ben Grimm,Earth-616,He-Man,Prince Adam,MotU,0.0,100.0,0.0
Spider-Man vs Brundlefly,https://www.superherodb.com/90-145858/,Spider-Man,Peter Parker,Earth-616,Brundlefly,Seth Brundle,,100.0,0.0,0.0
Jessica Jones vs She-Thing,https://www.superherodb.com/90-143542/,Jessica Jones,Jessica Campbell Jones Cage,Earth-616,She-Thing,Sharon Ventura,Earth-616,75.0,25.0,0.0
Spock vs Worf,https://www.superherodb.com/90-143020/,Spock,S'chn T'gai Spock,Star Trek,Worf,Worf,Star Trek,100.0,0.0,0.0
Punisher vs Mad Max,https://www.superherodb.com/90-201634/,Punisher,Frank Castle,Earth-616,Mad Max,Max Rockatansky,Mad Max,66.7,33.3,0.0
Sandman vs Jason Voorhees,https://www.superherodb.com/90-199594/,Sandman,William Baker,Earth-616,Jason Voorhees,Jason Voorhees,,100.0,0.0,0.0
Chewbacca vs Worf,https://www.superherodb.com/90-198099/,Chewbacca,,Star Wars,Worf,Worf,Star Trek,100.0,0.0,0.0
Doctor Doom vs Q,https://www.superherodb.com/90-190221/,Doctor Doom,Victor Von Doom,Earth-616,Q,Q,Star Trek,0.0,100.0,0.0
Invisible Woman vs She-Venom,https://www.superherodb.com/90-182186/,Invisible Woman,Susan Storm Richards,Earth-616,She-Venom,Anne Weying,Earth-616,100.0,0.0,0.0
Ra's Al Ghul vs Darkman,https://www.superherodb.com/90-176105/,Ra's Al Ghul,Ra's Al Ghul,Prime Earth,Darkman,Peyton Westlake,Darkman,100.0,0.0,0.0
Jar Jar Binks vs Shrek,https://www.superherodb.com/90-175190/,Jar Jar Binks,Jar Jar Binks,Star Wars,Shrek,Shrek,Shrek,50.0,50.0,0.0
Gladiator vs He-Man,https://www.superherodb.com/90-172614/,Gladiator,Kallark,Earth-616,He-Man,Prince Adam,MotU,100.0,0.0,0.0
Hit-Girl vs Robocop,https://www.superherodb.com/90-172151/,Hit-Girl,Mindy McCready,Kick-Ass,Robocop,Alex Murphy,Robocop,0.0,100.0,0.0
Storm vs Raiden,https://www.superherodb.com/90-172087/,Storm,Ororo Munroe,Earth-616,Raiden,Raiden,MK,100.0,0.0,0.0
Luke Skywalker vs He-Man,https://www.superherodb.com/90-170265/,Luke Skywalker,Luke Skywalker,Star Wars,He-Man,Prince Adam,MotU,0.0,100.0,0.0
Nightcrawler vs Oracle,https://www.superherodb.com/90-170157/,Nightcrawler,Kurt Wagner,Earth-616,Oracle,Barbara Gordon,Prime Earth,50.0,50.0,0.0
Balrog vs Rocky,https://www.superherodb.com/90-167776/,Balrog,Mike Bison,Street Fighter,Rocky,Rocky Balboa,Rocky,66.7,33.3,0.0
Doppelganger vs Iron Spider,https://www.superherodb.com/90-165347/,Doppelganger,,Earth-616,Iron Spider,Peter Parker,Earth-616,0.0,100.0,0.0
James Bond (Craig) vs Jean-Luc Picard,https://www.superherodb.com/90-164476/,James Bond (Craig),James Bond,James Bond,Jean-Luc Picard,Jean-Luc Picard,Star Trek,100.0,0.0,0.0
Jubilee vs Dagger,https://www.superherodb.com/90-162146/,Jubilee,Jubilation Lee,Earth-616,Dagger,Tandy Bowen,Earth-616,50.0,16.7,33.3
Sam Winchester vs Rick Grimes,https://www.superherodb.com/90-161140/,Sam Winchester,Sam Winchester,Supernatural,Rick Grimes,Richard Grimes,TWD,100.0,0.0,0.0
Mr Incredible vs Jim Powell,https://www.superherodb.com/90-160021/,Mr Incredible,Robert Parr,Incredibles,Jim Powell,Jim Powell,NOF,100.0,0.0,0.0
James Bond (Craig) vs Francisco Scaramanga,https://www.superherodb.com/90-159260/,James Bond (Craig),James Bond,James Bond,Francisco Scaramanga,Francisco Scaramanga,James Bond,100.0,0.0,0.0
Dormammu vs Anti-Monitor (Reversion),https://www.superherodb.com/90-223631/,Dormammu,Dormammu,Earth-616,Anti-Monitor (Reversion),Mobius,AU,100.0,0.0,0.0
Vision vs Enchantress,https://www.superherodb.com/90-220035/,Vision,Vision,Earth-616,Enchantress,Amora,Earth-616,0.0,100.0,0.0
Batgirl vs Huntress,https://www.superherodb.com/90-218336/,Batgirl,Cassandra Cain,Prime Earth,Huntress,Helena Wayne,Earth-2,100.0,0.0,0.0
Franklin Richards vs Dormammu,https://www.superherodb.com/90-215004/,Franklin Richards,Franklin Richards,Earth-616,Dormammu,Dormammu,MCU,100.0,0.0,0.0
Batman vs Batman,https://www.superherodb.com/90-212219/,Batman,Bruce Wayne,Prime Earth,Batman,Bruce Wayne,LEGO,33.3,66.7,0.0
Punisher vs Lucky Luke,https://www.superherodb.com/90-210504/,Punisher,Frank Castle,Earth-616,Lucky Luke,,,33.3,66.7,0.0
White Lantern vs Red Lantern,https://www.superherodb.com/90-209731/,White Lantern,Hal Jordan,Prime Earth,Red Lantern,Hal Jordan,Prime Earth,100.0,0.0,0.0
Thor vs Doctor Strange,https://www.superherodb.com/90-209162/,Thor,Thor Odinson,Earth-616,Doctor Strange,Stephen Strange,MCU,100.0,0.0,0.0
T-800 vs K-2SO,https://www.superherodb.com/90-207034/,T-800,Cyberdyne Systems Series 800 Terminator Model 101,Terminator,K-2SO,,Star Wars,100.0,0.0,0.0
Anti-Monitor vs Goddess Of War,https://www.superherodb.com/90-206326/,Anti-Monitor,Mobius,AU,Goddess Of War,Diana Prince,Prime Earth,100.0,0.0,0.0
T-800 vs Lara Croft,https://www.superherodb.com/90-205801/,T-800,Cyberdyne Systems Series 800 Terminator Model 101,Terminator,Lara Croft,Lara Croft,,100.0,0.0,0.0
Judge Dredd vs Mad Max,https://www.superherodb.com/90-204827/,Judge Dredd,Joseph Dredd,JD,Mad Max,Max Rockatansky,Mad Max,75.0,25.0,0.0
Red Mist vs Crimson Bolt,https://www.superherodb.com/90-203133/,Red Mist,Chris Genovese,Kick-Ass,Crimson Bolt,Frank D'Arbo,,0.0,100.0,0.0
Paul Blart vs Crimson Bolt,https://www.superherodb.com/90-203132/,Paul Blart,Paul Blart,,Crimson Bolt,Frank D'Arbo,,50.0,50.0,0.0
Kick-Ass vs Crimson Bolt,https://www.superherodb.com/90-203122/,Kick-Ass,David Lizewski,Kick-Ass,Crimson Bolt,Frank D'Arbo,,0.0,100.0,0.0
Hit-Girl vs Boltie,https://www.superherodb.com/90-203118/,Hit-Girl,Mindy McCready,Kick-Ass,Boltie,Libby,,100.0,0.0,0.0
Cheetah vs Black Panther,https://www.superherodb.com/90-202699/,Cheetah,Barbara Minerva,Prime Earth,Black Panther,T'Chaka,Earth-616,0.0,0.0,100.0
Mad Max vs Mariner,https://www.superherodb.com/90-201645/,Mad Max,Max Rockatansky,Mad Max,Mariner,,,75.0,25.0,0.0
T-850 vs Mad Max,https://www.superherodb.com/90-201638/,T-850,Cyberdyne Systems Series 850 Terminator,Terminator,Mad Max,Max Rockatansky,Mad Max,66.7,33.3,0.0
Alien vs Tanker Bug,https://www.superherodb.com/90-234152/,Alien,Xenomorph,Alien,Tanker Bug,,ST,100.0,0.0,0.0
Alien vs Warrior Bug,https://www.superherodb.com/90-234151/,Alien,Xenomorph,Alien,Warrior Bug,,ST,100.0,0.0,0.0
Stormtrooper vs Warrior Bug,https://www.superherodb.com/90-234150/,Stormtrooper,,Star Wars,Warrior Bug,,ST,0.0,100.0,0.0
Green Lantern vs  Daywing,https://www.superherodb.com/90-233732/,Green Lantern,Hal Jordan,Prime Earth, Daywing,Gray Dickson,,100.0,0.0,0.0
Captain America vs  Daywing,https://www.superherodb.com/90-233730/,Captain America,Steve Rogers,Earth-616, Daywing,Gray Dickson,,0.0,100.0,0.0
Wolverine vs  Daywing,https://www.superherodb.com/90-233729/,Wolverine,Logan,Earth-616, Daywing,Gray Dickson,,0.0,100.0,0.0
Batman vs  Daywing,https://www.superherodb.com/90-233726/,Batman,Bruce Wayne,Prime Earth, Daywing,Gray Dickson,,0.0,100.0,0.0
Kingpin vs  Daywing,https://www.superherodb.com/90-233715/,Kingpin,Wilson Grant Fisk,Earth-616, Daywing,Gray Dickson,,0.0,100.0,0.0
Green Arrow vs  Daywing,https://www.superherodb.com/90-233714/,Green Arrow,Oliver Queen,Prime Earth, Daywing,Gray Dickson,,0.0,100.0,0.0
Killer Croc vs  Daywing,https://www.superherodb.com/90-233712/,Killer Croc,Waylon Jones,Prime Earth, Daywing,Gray Dickson,,0.0,100.0,0.0
Cyclops vs  Daywing,https://www.superherodb.com/90-233651/,Cyclops,Scott Summers,Earth-616, Daywing,Gray Dickson,,0.0,100.0,0.0
Sif vs Xena,https://www.superherodb.com/90-233618/,Sif,Sif,Earth-616,Xena,,Xena,100.0,0.0,0.0
Sif vs He-Man,https://www.superherodb.com/90-233617/,Sif,Sif,Earth-616,He-Man,Prince Adam,MotU,50.0,50.0,0.0
Swamp Thing vs Iron Man (Hulkbuster Armor),https://www.superherodb.com/90-231935/,Swamp Thing,Alec Holland,Prime Earth,Iron Man (Hulkbuster Armor),Tony Stark,Earth-616,50.0,50.0,0.0
Kick-Ass vs  Daywing,https://www.superherodb.com/90-231703/,Kick-Ass,David Lizewski,Kick-Ass, Daywing,Gray Dickson,,0.0,100.0,0.0
Jubilee vs  Daywing,https://www.superherodb.com/90-231333/,Jubilee,Jubilation Lee,Earth-616, Daywing,Gray Dickson,,0.0,100.0,0.0
Superman vs Batman (Battle-Suit),https://www.superherodb.com/90-231269/,Superman,Kal-El,Donnerverse,Batman (Battle-Suit),Bruce Wayne,DCEU,100.0,0.0,0.0
Abomination vs Cheetah,https://www.superherodb.com/90-228748/,Abomination,Emil Blonsky,Earth-616,Cheetah,Barbara Minerva,Prime Earth,100.0,0.0,0.0
Rambo vs B.J. Blazkowicz,https://www.superherodb.com/90-225698/,Rambo,John Rambo,Ramboverse,B.J. Blazkowicz,B.J. Blazkowicz,Wolfenstein,0.0,100.0,0.0
Jason Voorhees vs Wild Dog,https://www.superherodb.com/90-267763/,Jason Voorhees,Jason Voorhees,,Wild Dog,Rene Ramirez,Arrowverse,83.3,16.7,0.0
Green Lantern vs Dash,https://www.superherodb.com/90-267475/,Green Lantern,Hal Jordan,Prime Earth,Dash,Dashiell Robert Parr,Incredibles,100.0,0.0,0.0
King Kong vs Graboid (American),https://www.superherodb.com/90-267405/,King Kong,King Kong,,Graboid (American),Graboid,,80.0,20.0,0.0
Godzilla vs T-1000000,https://www.superherodb.com/90-267403/,Godzilla,Godzilla Jr.,G:TS,T-1000000,T-Meg,Terminator,100.0,0.0,0.0
Godzilla vs T-1000000,https://www.superherodb.com/90-267402/,Godzilla,Gojira,MonsterVerse,T-1000000,T-Meg,Terminator,0.0,100.0,0.0
King Kong vs T-1000000,https://www.superherodb.com/90-267401/,King Kong,King Kong,,T-1000000,T-Meg,Terminator,0.0,100.0,0.0
Elektra vs  Daywing,https://www.superherodb.com/90-261335/,Elektra,Elektra Natchios,Earth-616, Daywing,Gray Dickson,,0.0,100.0,0.0
Ethan Hunt vs James Bond (Dalton),https://www.superherodb.com/90-257796/,Ethan Hunt,Ethan Hunt,M:I,James Bond (Dalton),James Bond,James Bond,25.0,25.0,50.0
Gandalf vs Dragonborn,https://www.superherodb.com/90-257549/,Gandalf,Olórin,,Dragonborn,Dovahkiin,TES,0.0,100.0,0.0
Catwoman vs Black Panther,https://www.superherodb.com/90-253631/,Catwoman,Selina Kyle,Prime Earth,Black Panther,Shuri,Earth-616,0.0,100.0,0.0
James Bond (Dalton) vs James Bond (Moore),https://www.superherodb.com/90-250925/,James Bond (Dalton),James Bond,James Bond,James Bond (Moore),James Bond,James Bond,100.0,0.0,0.0
Clayface vs God Spawn,https://www.superherodb.com/90-246905/,Clayface,Basil Karlo,Prime Earth,God Spawn,Al Simmons,Spawn,0.0,100.0,0.0
Superman vs Shazam,https://www.superherodb.com/90-245238/,Superman,Kal-El,Donnerverse,Shazam,Billy Batson,DCEU,100.0,0.0,0.0
Ultron vs T-3000,https://www.superherodb.com/90-245033/,Ultron,Ultron,Earth-616,T-3000,John Connor,Terminator,100.0,0.0,0.0
James Bond (Craig) vs Batman,https://www.superherodb.com/90-240505/,James Bond (Craig),James Bond,James Bond,Batman,Bruce Wayne,DCEU,0.0,100.0,0.0
Predator vs He-Man,https://www.superherodb.com/90-236776/,Predator,Yautja,Alien,He-Man,Prince Adam,MotU,0.0,100.0,0.0
Aquaman vs Shazam,https://www.superherodb.com/90-236280/,Aquaman,Arthur Curry,DCEU,Shazam,Billy Batson,DCEU,60.0,40.0,0.0
Darkman vs Robocop,https://www.superherodb.com/90-236152/,Darkman,Peyton Westlake,Darkman,Robocop,Alex Murphy,Robocop,100.0,0.0,0.0
The Joker vs James Bond (Connery),https://www.superherodb.com/90-236116/,The Joker,,Prime Earth,James Bond (Connery),James Bond,James Bond,33.3,66.7,0.0
Abomination vs Darth Sidious,https://www.superherodb.com/90-518547/,Abomination,Emil Blonsky,Earth-616,Darth Sidious,Sheev Palpatine,Star Wars,50.0,50.0,0.0
Human Torch vs Olaf,https://www.superherodb.com/90-716348/,Human Torch,Johnny Storm,Earth-616,Olaf,,Frozen,88.9,11.1,0.0
Buffy vs Spider-Man,https://www.superherodb.com/90-315492/,Buffy,Buffy Anne Summers,Buffy,Spider-Man,Peter Parker,SM-PS4,100.0,0.0,0.0
Omega vs  Lionman (Standard),https://www.superherodb.com/90-306804/,Omega,The Omega,Ninjago, Lionman (Standard),Daniel Howe,,100.0,0.0,0.0
Alex Mercer vs Psylocke,https://www.superherodb.com/90-306248/,Alex Mercer,Alexander J. Mercer,Prototype,Psylocke,Elizabeth Braddock,Earth-616,100.0,0.0,0.0
James Bond (Craig) vs James Bond (Dalton),https://www.superherodb.com/90-302066/,James Bond (Craig),James Bond,James Bond,James Bond (Dalton),James Bond,James Bond,100.0,0.0,0.0
Iron Man vs Ms. America,https://www.superherodb.com/90-296133/,Iron Man,Tony Stark,Earth-616,Ms. America,America Chavez,Earth-616,0.0,100.0,0.0
T-X vs Alita,https://www.superherodb.com/90-291111/,T-X,Cyberdyne Systems Series X Terminator,Terminator,Alita,Alita,Battle Angel,0.0,100.0,0.0
Kratos (Norse Mythology) vs Shazam,https://www.superherodb.com/90-290115/,Kratos (Norse Mythology),,GoW,Shazam,Billy Batson,DCEU,100.0,0.0,0.0
Stretch Armstrong vs Iron Fist,https://www.superherodb.com/90-289818/,Stretch Armstrong,Jake Armstrong,,Iron Fist,Danny Rand,MCU,100.0,0.0,0.0
Swamp Thing vs Plastic Man,https://www.superherodb.com/90-51157/,Swamp Thing,Alec Holland,Prime Earth,Plastic Man,Patrick O'Brian,Prime Earth,100.0,0.0,0.0
Iceman vs Superboy,https://www.superherodb.com/90-53170/,Iceman,Bobby Drake,Earth-616,Superboy,Kon-El / Conner Kent,Prime Earth,33.3,33.3,33.400000000000006
Firestorm vs Nova,https://www.superherodb.com/90-3108/,Firestorm,Jason Rusch,Prime Earth,Nova,Frankie Raye,Earth-616,0.0,100.0,0.0
Lucifer Morningstar vs  The Ball,https://www.superherodb.com/90-712101/,Lucifer Morningstar,Samael,Vertigo, The Ball,Ball McSphereson,,0.0,100.0,0.0
 The Ball vs  Omegalos,https://www.superherodb.com/90-712099/, The Ball,Ball McSphereson,, Omegalos,Malum,,42.9,28.6,28.5
 Blue Blanket vs  The Ball,https://www.superherodb.com/90-712097/, Blue Blanket,MaseTheFace,, The Ball,Ball McSphereson,,0.0,100.0,0.0
Luke Cage vs She-Hulk,https://www.superherodb.com/90-708361/,Luke Cage,Luke Cage,MCU,She-Hulk,Jennifer Walters,MCU,5.9,94.1,0.0
Paul Blart vs Mr Bean,https://www.superherodb.com/90-667800/,Paul Blart,Paul Blart,,Mr Bean,,Mr. Bean Verse,5.9,94.1,0.0
Ryu vs Dhalsim,https://www.superherodb.com/90-654212/,Ryu,Ryu,Street Fighter,Dhalsim,,Street Fighter,85.7,14.3,0.0
Guile vs Hwoarang,https://www.superherodb.com/90-851214/,Guile,,Street Fighter,Hwoarang,,Tekken,0.0,100.0,0.0
Silver Samurai vs  Cyber Samurai,https://www.superherodb.com/90-823471/,Silver Samurai,Kenuichio Harada,Earth-616, Cyber Samurai,Kenshin Musashi,,9.1,90.9,0.0
Absorbing Man vs Silver Surfer,https://www.superherodb.com/90-50306/,Absorbing Man,Carl Creel,Earth-616,Silver Surfer,Norrin Radd,Earth-616,20.0,80.0,0.0
Captain Planet vs T-1000,https://www.superherodb.com/90-48716/,Captain Planet,,Earth-616,T-1000,Cyberdyne Systems Series 1000 Terminator,Terminator,100.0,0.0,0.0
Absorbing Man vs Destroyer,https://www.superherodb.com/90-47440/,Absorbing Man,Carl Creel,Earth-616,Destroyer,,Earth-616,0.0,100.0,0.0
Green Lantern vs Orion,https://www.superherodb.com/90-46748/,Green Lantern,Alan Scott,Prime Earth,Orion,,Prime Earth,0.0,100.0,0.0
Supergirl vs Destroyer,https://www.superherodb.com/90-46653/,Supergirl,Kara Zor-El,Prime Earth,Destroyer,,Earth-616,0.0,75.0,25.0
Black Widow vs Spider-Gwen,https://www.superherodb.com/90-46472/,Black Widow,Natasha Romanoff,Earth-616,Spider-Gwen,Gwen Stacy,Earth-65,20.0,80.0,0.0
Dazzler vs  Daywing,https://www.superherodb.com/90-231336/,Dazzler,Alison Blaire,Earth-616, Daywing,Gray Dickson,,10.5,89.5,0.0
Jessica Jones vs Starfire,https://www.superherodb.com/90-46260/,Jessica Jones,Jessica Campbell Jones Cage,Earth-616,Starfire,Koriand'r,Prime Earth,0.0,100.0,0.0
Spider-Man vs T-850,https://www.superherodb.com/90-2906/,Spider-Man,Peter Parker,Earth-616,T-850,Cyberdyne Systems Series 850 Terminator,Terminator,80.0,20.0,0.0
Martian Manhunter vs Magneto,https://www.superherodb.com/90-2735/,Martian Manhunter,J'onn J'onzz,Prime Earth,Magneto,Max Eisenhardt,Earth-616,83.3,16.7,0.0
Abraxas vs Silver Surfer,https://www.superherodb.com/90-1216/,Abraxas,Abraxas,Earth-616,Silver Surfer,Norrin Radd,Earth-616,33.3,66.7,0.0
Sandman vs Green Goblin II,https://www.superherodb.com/90-1144/,Sandman,William Baker,Earth-616,Green Goblin II,Harold Osborn,Earth-616,100.0,0.0,0.0
Groot vs Sandman,https://www.superherodb.com/90-1143/,Groot,Groot,Earth-616,Sandman,William Baker,Earth-616,100.0,0.0,0.0
Mystique vs James Bond (Craig),https://www.superherodb.com/90-12600/,Mystique,Raven Darkholme,Earth-616,James Bond (Craig),James Bond,James Bond,0.0,100.0,0.0
Skaar vs The Flash,https://www.superherodb.com/90-9/,Skaar,Skaar,Earth-616,The Flash,Jay Garrick,Prime Earth,30.0,60.0,10.0
Master Chief vs T-1000,https://www.superherodb.com/90-12328/,Master Chief,John-117,Halo,T-1000,Cyberdyne Systems Series 1000 Terminator,Terminator,66.7,33.3,0.0
Cyborg vs T-X,https://www.superherodb.com/90-11608/,Cyborg,Victor Stone,Prime Earth,T-X,Cyberdyne Systems Series X Terminator,Terminator,0.0,100.0,0.0
Shadowcat vs Harley Quinn,https://www.superherodb.com/90-15624/,Shadowcat,Kitty Pryde,Earth-616,Harley Quinn,Harleen Quinzel,Prime Earth,100.0,0.0,0.0
She-Hulk vs Swamp Thing,https://www.superherodb.com/90-11106/,She-Hulk,Jennifer Walters,Earth-616,Swamp Thing,Alec Holland,Prime Earth,66.7,33.3,0.0
